# SKILL RUNTIME AUDIT PROGRESS
# Format: [STATUS] card_no | name_en | trigger | type | ability_path | engine | mcp | notes | date
# STATUS: PENDING | ENGINE_PASS | MCP_PASS | FAIL | SKIP | WONTFIX
# Separate from CARD_AUDIT_PROGRESS.txt (text/rules audit).
# Rebuilt: 2026-07-10
#
# Vol.1 deep outcome audit (2026-07-11):
# - Dedicated batch: reports/skill_audit_batches/batch-vol1.json (bp_vol1, 104 cards / 190 nodes)
# - Shallow engine+MCP: FAIL 0 / SKIP 0
# - Outcome PHPUnit: tests/Engine/Vol1NijigasakiSkillAuditTest.php + Vol1HasunosoraLiellaSkillAuditTest.php
#   covering 47 unique ability fingerprints (PL!N / PL!HS / PL!SP / LL-bp1)
# - Engine fixes shipped with this pass: AbilityResolver no longer pre-refreshes WR into deck;
#   pick_yell_member single-candidate add; reveal_deck_until_live then; energy_wait viability;
#   Solitude Rain score_per_distinct_heart_colors
# - Remaining SKIP/WONTFIX for vol.1 deep suite: none (nested continuous draw_per_yell_* exercised
#   only as presence on Live cards; foil variants share ability JSON with audited reps)
[MCP_PASS] PL!S-bp2-001-P | Chika Takami | continuous | blade_if_no_self_success_opp_has | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-005-R | Rin Hoshizora | on_enter | optional_discard2_add_wr_blade_member_and_heart_live | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-006-P | Maki Nishikino | activated | mandatory_discard_color_threshold_reveal5 | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-006-P＋ | Maki Nishikino | activated | mandatory_discard_color_threshold_reveal5 | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-006-R＋ | Maki Nishikino | activated | mandatory_discard_color_threshold_reveal5 | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-006-SEC | Maki Nishikino | activated | mandatory_discard_color_threshold_reveal5 | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-007-P | Nozomi Tojo | live_success | reveal_top_draw_live_score_if_no_blade | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-007-P＋ | Nozomi Tojo | live_success | reveal_top_draw_live_score_if_no_blade | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-007-R＋ | Nozomi Tojo | live_success | reveal_top_draw_live_score_if_no_blade | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-007-SEC | Nozomi Tojo | live_success | reveal_top_draw_live_score_if_no_blade | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-008-P | Hanayo Koizumi | activated | wait_self_activate_other_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-008-R | Hanayo Koizumi | activated | wait_self_activate_other_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-009-P | Nico Yazawa | continuous | live_score_if_sides_two_original_blades | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-009-R | Nico Yazawa | continuous | live_score_if_sides_two_original_blades | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-010-N | Honoka Kosaka | activated | leave_stage_wait_opp_max_cost | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-011-N | Eli Ayase | live_success | draw_and_discard | abilities[0] | PASS | PASS | wr_filter=member; prompt=effect_discard_hand; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-012-N | Kotori Minami | continuous | hearts_if_success_subunit | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-013-N | Umi Sonoda | on_enter | add_wr_live_if_success_score | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-014-N | Rin Hoshizora | continuous | hearts_if_success_subunit | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-015-N | Maki Nishikino | continuous | hearts_if_success_subunit | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-016-N | Nozomi Tojo | live_success | deck_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=surveil_arrange; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-019-L | Music S.T.A.R.T!! | continuous | hand_cost_reduction_if_success_live_group | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-020-L | Dancing stars on me! | auto | auto_position_change_center_on_ability | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-020-L | Dancing stars on me! | auto | score_if_center_moved_this_turn | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-021-L | Wonderful Rush | live_success | optional_leave_mus_score_add_wr_live | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_leave_mus_score_add_wr_live; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-022-L | Dreamin' Go! Go!! | continuous | reduce_hearts_mus_live_min_score_success | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-bp6-023-L | sweet&sweet holiday | live_success | draw_cards | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-023-L | sweet&sweet holiday | live_success | draw_if_success_mus | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-bp6-024-L | Sakaku♡CROSSROADS | continuous | optional_replace_success_with_wr_live | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-001-P＋ | Honoka Kosaka | activated | wait_self_discard_reveal_until | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-001-R | Honoka Kosaka | activated | wait_self_discard_reveal_until | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-002-P＋ | Eli Ayase | on_enter_or_live_start | optional_wait_self_wait_opp | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-002-P＋ | Eli Ayase | continuous | heart_per_opp_wait | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-002-R | Eli Ayase | on_enter_or_live_start | optional_wait_self_wait_opp | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-002-R | Eli Ayase | continuous | heart_per_opp_wait | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-003-P＋ | Kotori Minami | on_enter | optional_wait_self_energy_subunit | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_energy_subunit; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-003-R | Kotori Minami | on_enter | optional_wait_self_energy_subunit | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_energy_subunit; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-004-P＋ | Umi Sonoda | on_enter | success_scored_live_score_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-004-R | Umi Sonoda | on_enter | success_scored_live_score_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-005-P＋ | Rin Hoshizora | on_enter | draw_if_success_lives | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-005-R | Rin Hoshizora | on_enter | draw_if_success_lives | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-006-P＋ | Maki Nishikino | on_enter | wr_live_deck_top_draw_if_opp_wait | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-006-R | Maki Nishikino | on_enter | wr_live_deck_top_draw_if_opp_wait | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-007-P＋ | Nozomi Tojo | activated | discard_cost_add_live_subunit | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-007-R | Nozomi Tojo | activated | discard_cost_add_live_subunit | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-008-P＋ | Hanayo Koizumi | on_enter | optional_wait_members_draw | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_members_draw; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-008-R | Hanayo Koizumi | on_enter | optional_wait_members_draw | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_members_draw; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-009-P＋ | Nico Yazawa | on_enter | wait_opponent_max_blade | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-009-P＋ | Nico Yazawa | on_enter | block_effect_member_activate_turn | abilities[1] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-009-R | Nico Yazawa | on_enter | wait_opponent_max_blade | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-009-R | Nico Yazawa | on_enter | block_effect_member_activate_turn | abilities[1] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-010-P＋ | Honoka Kosaka | live_start | member_blade_bonus | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-010-P＋ | Honoka Kosaka | live_start | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-010-R | Honoka Kosaka | live_start | member_blade_bonus | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-010-R | Honoka Kosaka | live_start | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-011-P＋ | Eli Ayase | on_enter | wait_opp_if_distinct_subunit | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-011-R | Eli Ayase | on_enter | wait_opp_if_distinct_subunit | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-012-P＋ | Kotori Minami | on_enter | activate_subunit_members | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-012-R | Kotori Minami | on_enter | activate_subunit_members | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-013-P＋ | Umi Sonoda | activated | pay_energy_opp_pick_hand_reveal | abilities[0] | PASS | PASS | wr_filter=member; prompt=opp_pick_hidden_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-013-R | Umi Sonoda | activated | pay_energy_opp_pick_hand_reveal | abilities[0] | PASS | PASS | wr_filter=member; prompt=opp_pick_hidden_hand; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-014-P＋ | Rin Hoshizora | continuous | hand_cost_reduction_if_success_subunit | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-014-R | Rin Hoshizora | continuous | hand_cost_reduction_if_success_subunit | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-015-P＋ | Maki Nishikino | on_enter_or_live_start | optional_wait_subunit_opp_pick_active | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-015-P＋ | Maki Nishikino | automatic | draw_on_opp_wait_by_effect | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-015-R | Maki Nishikino | on_enter_or_live_start | optional_wait_subunit_opp_pick_active | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-015-R | Maki Nishikino | automatic | draw_on_opp_wait_by_effect | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-pb1-016-P＋ | Nozomi Tojo | on_enter | optional_discard_look_reveal_subunit | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_look_reveal_subunit; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-016-R | Nozomi Tojo | on_enter | optional_discard_look_reveal_subunit | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_look_reveal_subunit; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-017-P＋ | Hanayo Koizumi | on_enter | optional_wait_self_draw_discard_unless_baton | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_draw_discard_unless_baton; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-017-R | Hanayo Koizumi | on_enter | optional_wait_self_draw_discard_unless_baton | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_draw_discard_unless_baton; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-018-P＋ | Nico Yazawa | on_enter | both_wr_member_to_empty_stage | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-018-R | Nico Yazawa | on_enter | both_wr_member_to_empty_stage | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-019-N | Honoka Kosaka | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-019-PR | Honoka Kosaka | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-024-N | Maki Nishikino | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-025-N | Nozomi Tojo | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-028-L | WAO-WAO Powerful day! | live_start | activate_subunit_from_wait_score | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-029-L | Shiranai Love * Oshiete Love | live_start | score_if_subunit_only_no_success | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-PR-004-PR | Ai♡Scream! | live_start | both_discard_hand | abilities[0].choices.choco_mint.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-PR-004-PR | Ai♡Scream! | live_start | both_stages_blade_bonus | abilities[0].choices.other.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-PR-004-PR | Ai♡Scream! | live_start | both_draw | abilities[0].choices.you.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-PR-004-PR | Ai♡Scream! | live_start | opponent_text_answer | abilities[0] | PASS | PASS | wr_filter=member; prompt=opponent_text_answer; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp1-001-R＋ | Ayumu Uehara & Kanon Shibuya & Kaho Hinoshita | on_enter | add_from_waiting_room | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_to_hand; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp1-001-R＋ | Ayumu Uehara & Kanon Shibuya & Kaho Hinoshita | live_start | live_score_bonus | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp1-001-R＋ | Ayumu Uehara & Kanon Shibuya & Kaho Hinoshita | live_start | optional_discard_named | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp2-001-R＋ | You Watanabe & Natsumi Onitsuka & Rurino Osawa | continuous | hand_cost_reduction | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp2-001-R＋ | You Watanabe & Natsumi Onitsuka & Rurino Osawa | continuous | no_baton | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp2-001-R＋ | You Watanabe & Natsumi Onitsuka & Rurino Osawa | live_start | blade_bonus_per_discarded | abilities[2].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp2-001-R＋ | You Watanabe & Natsumi Onitsuka & Rurino Osawa | live_start | optional_discard_named | abilities[2] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp3-001-R＋ | Umi Sonoda & Yoshiko Tsushima & Rina Tennoji | activated | activate_energy | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp3-001-R＋ | Umi Sonoda & Yoshiko Tsushima & Rina Tennoji | activated | shuffle_named_from_waiting | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp3-001-R＋ | Umi Sonoda & Yoshiko Tsushima & Rina Tennoji | live_start | blade_bonus | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp3-001-R＋ | Umi Sonoda & Yoshiko Tsushima & Rina Tennoji | live_start | optional_pay_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp4-001-R＋ | Eli Ayase & Karin Asaka & Ren Hazuki | on_enter_or_live_start | wait_opponent_by_revealed | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp4-001-R＋ | Eli Ayase & Karin Asaka & Ren Hazuki | on_enter_or_live_start | look_reveal_named | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp5-001-L | Live with a smile! | live_success | live_success_score_if_yell_or_hearts_or_moved | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp5-002-L | Bring the LOVE! | live_start | live_start_center_wild_if_distinct_groups | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp5-002-L | Bring the LOVE! | live_success | live_success_add_wr_not_on_stage_group | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] LL-bp6-001-R＋ | Kotori Minami & Dia Kurosawa & Kosuzu Kachimachi | on_enter | deck_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=surveil_arrange; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp6-001-R＋ | Kotori Minami & Dia Kurosawa & Kosuzu Kachimachi | live_start | hearts_from_discarded_colors | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] LL-bp6-001-R＋ | Kotori Minami & Dia Kurosawa & Kosuzu Kachimachi | live_start | optional_discard_named | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-PR-001-PR | Honoka Kosaka | on_leave_stage | activate_one_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-002-PR | Eli Ayase | on_leave_stage | activate_one_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-003-PR | Kotori Minami | activated | discard_hand_add_live_from_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-004-PR | Umi Sonoda | activated | discard_hand_add_live_from_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-005-PR | Rin Hoshizora | on_enter | draw_and_discard | abilities[0].choices.draw_discard.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-005-PR | Rin Hoshizora | on_enter | wait_opponent_stage_max_cost | abilities[0].choices.wait_low.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-005-PR | Rin Hoshizora | on_enter | player_choice | abilities[0] | PASS | PASS | wr_filter=member; prompt=player_choice; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-006-PR | Maki Nishikino | on_enter | draw_and_discard | abilities[0].choices.draw_discard.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-006-PR | Maki Nishikino | on_enter | wait_opponent_stage_max_cost | abilities[0].choices.wait_low.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-006-PR | Maki Nishikino | on_enter | player_choice | abilities[0] | PASS | PASS | wr_filter=member; prompt=player_choice; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-007-PR | Nozomi Tojo | on_enter_or_live_start | optional_wait_self_wait_opp | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-PR-008-PR | Hanayo Koizumi | on_enter | draw_and_discard | abilities[0].choices.draw_discard.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-008-PR | Hanayo Koizumi | on_enter | wait_opponent_stage_max_cost | abilities[0].choices.wait_low.effect | PASS | PASS | nested chain via parent; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-008-PR | Hanayo Koizumi | on_enter | player_choice | abilities[0] | PASS | PASS | wr_filter=member; prompt=player_choice; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-009-PR | Nico Yazawa | on_enter_or_live_start | optional_wait_self_wait_opp | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-PR-012-PR | Hanayo Koizumi | activated | wait_self_discard_draw | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-014-PR | Umi Sonoda | on_enter | opp_blind_pick_hand_reveal | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-015-PR | Maki Nishikino | on_enter | if_baton_lower_cost_play_hand_member | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-017-PR | Nico Yazawa | activated | leave_stage_add_wr_live_energy_if_success | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-PR-018-PR | Nozomi Tojo | on_enter | add_wr_live_min_score | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-pb1-030-L | Cutie Panther | live_start | reduce_hearts_if_opp_wait | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-030-L | Cutie Panther | live_success | live_success_add_wr_if_distinct_subunit | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-031-L | Kaguya no Shiro de Odoritai | live_success | pick_yell_member | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-031-L | Kaguya no Shiro de Odoritai | live_success | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-pb1-032-L | SENTIMENTAL StepS | live_success | draw_if_success_lives | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!-sd1-001-SD | Honoka Kosaka | on_enter | add_from_wr_if_success_count | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-001-SD | Honoka Kosaka | continuous | blade_bonus_per_success_lives | abilities[1] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-002-SD | Eli Ayase | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-003-SD | Kotori Minami | on_enter | add_from_wr_max_cost | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-sd1-003-SD | Kotori Minami | live_start | choose_heart_modifier | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-sd1-003-SD | Kotori Minami | live_start | optional_discard_hand | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!-sd1-004-SD | Umi Sonoda | on_enter | look_reveal_group | abilities[0] | PASS | PASS | wr_filter=live; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-005-RM | Rin Hoshizora | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-005-SD | Rin Hoshizora | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-006-SD | Maki Nishikino | on_enter | optional_success_live_swap | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!-sd1-007-SD | Nozomi Tojo | on_enter | mill_deck_draw_if_live | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
